name|label|concept
B17026_003|estimate, total, .50 to .74|ratio of income to poverty level of families in the past 12 months
B17026_004|estimate, total, .75 to .99|ratio of income to poverty level of families in the past 12 months
B17026_005|estimate, total, 1.00 to 1.24|ratio of income to poverty level of families in the past 12 months
B17026_006|estimate, total, 1.25 to 1.49|ratio of income to poverty level of families in the past 12 months
B17026_007|estimate, total, 1.50 to 1.74|ratio of income to poverty level of families in the past 12 months
B17026_008|estimate, total, 1.75 to 1.84|ratio of income to poverty level of families in the past 12 months
B17026_009|estimate, total, 1.85 to 1.99|ratio of income to poverty level of families in the past 12 months
B17026_010|estimate, total, 2.00 to 2.99|ratio of income to poverty level of families in the past 12 months
B17026_011|estimate, total, 3.00 to 3.99|ratio of income to poverty level of families in the past 12 months
B17026_012|estimate, total, 4.00 to 4.99|ratio of income to poverty level of families in the past 12 months
B17026_013|estimate, total, 5.00 and over|ratio of income to poverty level of families in the past 12 months
B18101_001|estimate, total|sex by age by disability status
B18101_002|estimate, total, male|sex by age by disability status
B18101_003|estimate, total, male, under 5 years|sex by age by disability status
B18101_004|estimate, total, male, under 5 years, with a disability|sex by age by disability status
B18101_005|estimate, total, male, under 5 years, no disability|sex by age by disability status
B18101_006|estimate, total, male, 5 to 17 years|sex by age by disability status
B18101_007|estimate, total, male, 5 to 17 years, with a disability|sex by age by disability status
B18101_008|estimate, total, male, 5 to 17 years, no disability|sex by age by disability status
B18101_009|estimate, total, male, 18 to 34 years|sex by age by disability status
B18101_010|estimate, total, male, 18 to 34 years, with a disability|sex by age by disability status
B18101_011|estimate, total, male, 18 to 34 years, no disability|sex by age by disability status
B18101_012|estimate, total, male, 35 to 64 years|sex by age by disability status
B18101_013|estimate, total, male, 35 to 64 years, with a disability|sex by age by disability status
B18101_014|estimate, total, male, 35 to 64 years, no disability|sex by age by disability status
B18101_015|estimate, total, male, 65 to 74 years|sex by age by disability status
B18101_016|estimate, total, male, 65 to 74 years, with a disability|sex by age by disability status
B18101_017|estimate, total, male, 65 to 74 years, no disability|sex by age by disability status
B18101_018|estimate, total, male, 75 years and over|sex by age by disability status
B18101_019|estimate, total, male, 75 years and over, with a disability|sex by age by disability status
B18101_020|estimate, total, male, 75 years and over, no disability|sex by age by disability status
B18101_021|estimate, total, female|sex by age by disability status
B18101_022|estimate, total, female, under 5 years|sex by age by disability status
B18101_023|estimate, total, female, under 5 years, with a disability|sex by age by disability status
B18101_024|estimate, total, female, under 5 years, no disability|sex by age by disability status
B18101_025|estimate, total, female, 5 to 17 years|sex by age by disability status
B18101_026|estimate, total, female, 5 to 17 years, with a disability|sex by age by disability status
B18101_027|estimate, total, female, 5 to 17 years, no disability|sex by age by disability status
B18101_028|estimate, total, female, 18 to 34 years|sex by age by disability status
B18101_029|estimate, total, female, 18 to 34 years, with a disability|sex by age by disability status
